Scenario,TradingDate,Symbol,Price,Score,Target,StopLoss,ExpProfit,SMA20,vsSMA20,YTD,LastMonth,Price5d,PnL5d,Price10d,PnL10d,MaxPrice10d,Status
8%/10d,2026-02-06,SLVR,64.75,80,70.86,59.99,9.4,63.78,Above,15.5,6.2,65.7,1.47,76.17,17.64,77.0,HIT TARGET
8%/10d,2026-02-06,AMD,208.32,51,222.9,196.02,7.0,200.68,Above,-6.1,2.5,207.3,-0.49,196.59,-5.63,219.65,MISSED
8%/10d,2026-02-06,TXN,221.44,45,227.5,216.07,2.7,222.36,Under,26.1,16.4,226.23,2.16,219.92,-0.69,231.32,HIT TARGET
8%/10d,2026-02-06,ETHA,15.52,45,16.18,13.86,4.2,15.33,Above,-33.1,-33.1,15.45,-0.45,14.05,-9.47,16.23,HIT TARGET
8%/10d,2026-02-06,XAR,271.88,33,280.11,266.94,3.0,265.24,Above,11.8,-1.7,270.69,-0.44,279.02,2.63,287.52,HIT TARGET
8%/10d,2026-02-06,CNC,38.45,76,40.47,35.9,5.2,39.69,Under,-6.4,-17.5,40.58,5.54,43.36,12.77,43.93,HIT TARGET
8%/10d,2026-02-06,ILMN,119.7,74,126.14,111.38,5.4,129.09,Under,-9.3,-15.1,116.86,-2.37,120.57,0.73,120.74,MISSED
8%/10d,2026-02-06,MOH,131.76,73,138.76,110.8,5.3,161.64,Under,-25.3,-27.4,135.29,2.68,156.23,18.57,156.9,HIT TARGET
10%/10d,2026-02-06,MRNA,40.99,85,45.02,38.24,9.8,41.36,Under,32.0,19.6,42.23,3.03,50.3,22.71,54.02,HIT TARGET
10%/10d,2026-02-06,ALB,163.32,78,178.64,156.2,9.4,162.01,Above,14.6,1.3,166.35,1.86,177.47,8.66,182.8,HIT TARGET
10%/10d,2026-02-06,SLVR,64.75,76,70.86,59.99,9.4,63.78,Above,15.5,6.2,65.7,1.47,76.17,17.64,77.0,HIT TARGET
10%/10d,2026-02-06,AMD,208.32,49,222.9,196.02,7.0,200.68,Above,-6.1,2.5,207.3,-0.49,196.59,-5.63,219.65,MISSED
10%/10d,2026-02-06,CNC,38.45,64,40.47,35.9,5.2,39.69,Under,-6.4,-17.5,40.58,5.54,43.36,12.77,43.93,HIT TARGET
10%/10d,2026-02-06,MOH,131.76,61,138.76,110.8,5.3,161.64,Under,-25.3,-27.4,135.29,2.68,156.23,18.57,156.9,HIT TARGET
10%/10d,2026-02-06,ILMN,119.7,60,126.14,111.38,5.4,129.09,Under,-9.3,-15.1,116.86,-2.37,120.57,0.73,120.74,MISSED
10%/10d,2026-02-06,MCHP,75.98,56,79.48,71.74,4.6,77.1,Under,18.2,1.1,78.59,3.44,76.65,0.88,83.35,HIT TARGET
10%/10d,2026-02-06,CRL,189.2,55,196.57,178.65,3.9,191.74,Under,-5.3,-14.4,161.32,-14.74,163.5,-13.58,188.7,STOPPED OUT
10%/10d,2026-02-06,EL,99.48,49,104.22,86.24,4.8,104.05,Under,-6.1,-12.5,108.22,8.79,113.03,13.62,115.39,HIT TARGET
8%/10d,2026-02-04,ALB,168.58,97,184.7,159.17,9.6,169.71,Under,18.2,4.3,175.19,3.92,168.41,-0.1,182.8,MISSED
8%/10d,2026-02-04,SLVR,67.79,81,74.37,62.11,9.7,67.18,Above,21.0,14.4,70.63,4.19,67.91,0.18,72.0,MISSED
8%/10d,2026-02-04,AMD,200.46,80,216.07,180.59,7.8,229.71,Under,-9.7,-4.5,213.49,6.5,203.35,1.44,219.65,HIT TARGET
8%/10d,2026-02-04,MRVL,73.73,79,78.21,69.5,6.1,75.63,Under,-16.4,-12.9,81.3,10.27,79.63,8.0,83.78,HIT TARGET
8%/10d,2026-02-04,FCX,61.88,82,65.64,58.2,6.1,62.48,Under,19.6,11.5,65.42,5.72,62.58,1.13,65.98,HIT TARGET
8%/10d,2026-02-04,MRNA,42.75,78,47.35,39.91,10.8,42.96,Under,37.6,19.0,40.48,-5.31,49.7,16.26,50.46,HIT TARGET
8%/10d,2026-02-04,AMAT,297.52,77,320.76,275.56,7.8,314.98,Under,11.4,1.8,339.94,14.26,369.99,24.36,376.31,HIT TARGET
8%/10d,2026-02-04,GLW,109.72,75,116.51,101.6,6.2,109.79,Under,23.0,24.7,132.92,21.14,130.01,18.49,136.82,HIT TARGET
8%/10d,2026-02-04,KLAC,1306.77,68,1403.99,1226.63,7.4,1378.12,Under,3.5,-3.9,1479.1,13.19,1470.2,12.51,1502.84,HIT TARGET
8%/10d,2026-02-04,APH,129.98,67,136.29,119.95,4.9,141.27,Under,-6.1,-6.4,144.05,10.82,151.25,16.36,151.38,HIT TARGET
10%/10d,2026-02-05,ALB,156.42,93,173.85,147.05,11.1,164.88,Under,9.7,-1.2,158.99,1.64,168.43,7.68,182.8,HIT TARGET
10%/10d,2026-02-05,SLVR,59.94,90,66.36,54.63,10.7,64.84,Under,7.0,2.6,62.89,4.92,73.1,21.96,73.13,HIT TARGET
10%/10d,2026-02-05,MRNA,40.88,90,45.72,37.92,11.8,42.07,Under,31.6,20.7,40.1,-1.91,49.88,22.02,50.48,HIT TARGET
10%/10d,2026-02-05,AMD,192.49,81,209.66,173.09,8.9,211.14,Under,-13.3,-6.0,205.92,6.98,200.12,3.96,219.65,HIT TARGET
10%/10d,2026-02-05,AMAT,304.08,84,330.1,285.58,8.6,304.23,Under,13.8,8.0,328.29,7.96,375.35,23.44,377.11,HIT TARGET
10%/10d,2026-02-05,TER,271.17,75,297.78,247.9,9.8,273.86,Under,33.1,25.4,311.05,14.71,324.9,19.81,327.99,HIT TARGET
10%/10d,2026-02-05,HAL,33.84,70,35.96,33.02,6.3,33.88,Under,17.9,5.2,34.29,1.33,35.11,3.75,35.85,MISSED
10%/10d,2026-02-05,FCX,59.23,69,62.68,56.52,5.8,61.76,Under,14.5,9.2,62.01,4.69,64.36,8.66,65.98,HIT TARGET
10%/10d,2026-02-05,SLB,49.49,63,52.23,48.17,5.5,49.85,Under,28.3,11.4,50.62,2.28,50.85,2.75,52.4,HIT TARGET
10%/10d,2026-02-05,ETHA,14.09,61,14.83,12.33,5.2,15.8,Under,-39.3,-39.9,14.45,2.56,14.89,5.68,16.23,HIT TARGET
10%/10d,2026-02-09,ALB,165.69,75,179.23,160.46,8.2,161.74,Above,16.2,-2.1,168.97,1.98,186.81,12.75,188.97,HIT TARGET
10%/10d,2026-02-09,MRNA,41.95,71,45.29,39.95,8.0,41.02,Above,35.1,24.0,43.95,4.77,50.53,20.45,54.02,HIT TARGET
10%/10d,2026-02-09,SLVR,69.69,46,77.02,66.03,10.5,65.03,Above,24.4,7.7,62.4,-10.46,77.49,11.19,78.1,HIT TARGET
10%/10d,2026-02-09,TXN,218.61,44,224.62,213.88,2.7,221.57,Under,24.5,15.6,225.65,3.22,213.4,-2.38,231.32,HIT TARGET
10%/10d,2026-02-09,AMD,215.8,42,223.57,204.93,3.6,205.93,Above,-2.8,3.9,203.04,-5.91,213.73,-0.96,219.65,MISSED
10%/10d,2026-02-09,CNC,38.04,62,39.86,35.56,4.8,38.59,Under,-7.4,-18.0,41.24,8.41,42.37,11.38,44.18,HIT TARGET
10%/10d,2026-02-09,ILMN,117.25,60,123.63,109.56,5.4,123.24,Under,-11.2,-19.5,116.5,-0.64,122.92,4.84,124.96,HIT TARGET
10%/10d,2026-02-09,MOH,127.77,59,134.17,105.74,5.0,143.02,Under,-27.6,-29.7,135.73,6.23,148.39,16.14,158.59,HIT TARGET
10%/10d,2026-02-09,ETSY,55.13,55,57.27,51.94,3.9,56.07,Under,-3.2,-8.7,44.38,-19.5,54.39,-1.34,55.73,MISSED
10%/10d,2026-02-09,AMAT,330.48,52,353.9,321.43,7.1,317.9,Above,23.7,7.6,358.94,8.61,377.92,14.35,380.51,HIT TARGET
10%/10d,2026-02-04,ALB,168.58,90,184.7,159.17,9.6,169.71,Under,18.2,4.3,175.19,3.92,168.41,-0.1,182.8,MISSED
10%/10d,2026-02-04,AMD,200.46,78,216.07,180.59,7.8,229.71,Under,-9.7,-4.5,213.49,6.5,203.35,1.44,219.65,HIT TARGET
10%/10d,2026-02-04,SLVR,67.79,76,74.37,62.11,9.7,67.18,Above,21.0,14.4,70.63,4.19,67.91,0.18,72.0,MISSED
10%/10d,2026-02-04,MRNA,42.75,76,47.35,39.91,10.8,42.96,Under,37.6,19.0,40.48,-5.31,49.7,16.26,50.46,HIT TARGET
10%/10d,2026-02-04,AMAT,297.52,72,320.76,275.56,7.8,314.98,Under,11.4,1.8,339.94,14.26,369.99,24.36,376.31,HIT TARGET
10%/10d,2026-02-04,FCX,61.88,70,65.64,58.2,6.1,62.48,Under,19.6,11.5,65.42,5.72,62.58,1.13,65.98,HIT TARGET
10%/10d,2026-02-04,MRVL,73.73,69,78.21,69.5,6.1,75.63,Under,-16.4,-12.9,81.3,10.27,79.63,8.0,83.78,HIT TARGET
10%/10d,2026-02-04,GLW,109.72,66,116.51,101.6,6.2,109.79,Under,23.0,24.7,132.92,21.14,130.01,18.49,136.82,HIT TARGET
10%/10d,2026-02-04,KLAC,1306.77,59,1403.99,1226.63,7.4,1378.12,Under,3.5,-3.9,1479.1,13.19,1470.2,12.51,1502.84,HIT TARGET
10%/10d,2026-02-04,PLTR,139.51,56,145.78,123.52,4.5,148.22,Under,-20.1,-23.2,135.67,-2.75,134.91,-3.3,145.87,HIT TARGET
8%/10d,2026-02-02,SLVR,62.91,93,69.09,53.47,9.8,75.37,Under,12.3,8.6,69.69,10.78,62.4,-0.81,72.0,HIT TARGET
8%/10d,2026-02-02,MRNA,42.56,90,47.15,38.76,10.8,45.11,Under,37.0,32.3,41.95,-1.43,43.95,3.27,45.5,MISSED
8%/10d,2026-02-02,ALB,164.91,85,181.59,153.73,10.1,180.12,Under,15.7,12.9,165.69,0.47,168.97,2.46,182.8,HIT TARGET
8%/10d,2026-02-02,HAL,32.83,78,34.66,31.58,5.6,33.62,Under,14.4,2.8,34.9,6.31,33.71,2.68,35.39,HIT TARGET
8%/10d,2026-02-02,ETSY,53.61,72,56.37,52.15,5.2,53.75,Under,-5.9,-8.5,55.13,2.84,44.38,-17.22,58.09,HIT TARGET
8%/10d,2026-02-02,AMAT,328.51,67,352.99,317.21,7.5,335.08,Under,23.0,15.5,330.48,0.6,358.94,9.26,376.31,HIT TARGET
8%/10d,2026-02-02,DLTR,117.22,66,122.52,114.89,4.5,118.33,Under,-7.1,-8.8,123.15,5.06,128.54,9.66,130.94,HIT TARGET
8%/10d,2026-02-02,PLTR,147.74,65,154.29,141.07,4.4,153.87,Under,-15.4,-15.1,142.91,-3.27,133.07,-9.93,165.08,HIT TARGET
8%/10d,2026-02-02,HUM,187.2,62,194.26,180.95,3.8,195.48,Under,-27.9,-32.1,189.47,1.21,185.03,-1.16,196.75,HIT TARGET
8%/10d,2026-02-02,TER,249.57,59,270.44,238.38,8.4,247.98,Above,22.5,13.7,310.09,24.25,305.48,22.4,327.99,HIT TARGET
8%/10d,2026-02-10,KLAC,1430.94,84,1519.62,1398.57,6.2,1436.59,Under,13.4,-0.8,1479.9,3.42,1547.02,8.11,1577.35,HIT TARGET
8%/10d,2026-02-10,SLVR,69.16,82,76.32,66.32,10.4,67.59,Above,23.4,7.2,65.12,-5.84,77.86,12.58,79.7,HIT TARGET
8%/10d,2026-02-10,ALB,168.53,79,180.86,163.87,7.3,164.97,Above,18.2,-4.8,171.21,1.59,195.85,16.21,206.0,HIT TARGET
8%/10d,2026-02-10,LMT,629.57,54,649.65,621.65,3.2,629.81,Under,29.5,12.8,649.95,3.24,647.6,2.86,669.75,HIT TARGET
8%/10d,2026-02-10,LLY,1024.8,54,1060.55,998.18,3.5,1044.87,Under,-3.9,-4.8,1020.16,-0.45,1029.54,0.46,1067.0,HIT TARGET
8%/10d,2026-02-10,MRNA,42.0,76,46.09,39.24,9.7,41.8,Above,35.2,6.0,46.65,11.07,51.39,22.36,54.02,HIT TARGET
8%/10d,2026-02-10,TER,304.77,76,332.18,289.94,9.0,304.5,Above,49.6,32.9,314.84,3.3,342.82,12.48,343.69,HIT TARGET
8%/10d,2026-02-10,HAL,34.01,73,35.67,33.21,4.9,34.62,Under,18.5,4.3,34.76,2.21,35.26,3.68,36.18,HIT TARGET
8%/10d,2026-02-10,MPWR,1141.67,73,1193.4,1078.76,4.5,1185.11,Under,22.4,16.1,1188.32,4.09,1231.72,7.89,1255.4,HIT TARGET
8%/10d,2026-02-10,AMAT,329.06,71,347.87,320.75,5.7,327.35,Above,23.2,7.9,369.29,12.23,394.88,20.0,395.95,HIT TARGET
5%/10d,2026-02-03,ALB,170.55,100,187.19,158.45,9.8,174.59,Under,19.6,7.9,168.53,-1.18,171.21,0.39,182.8,MISSED
5%/10d,2026-02-03,MRNA,42.2,91,46.88,38.8,11.1,44.39,Under,35.9,18.3,42.0,-0.47,46.65,10.55,47.68,HIT TARGET
5%/10d,2026-02-03,LLY,1002.88,82,1051.42,971.26,4.8,1023.17,Under,-6.0,-5.7,1024.8,2.19,1020.16,1.72,1114.0,HIT TARGET
5%/10d,2026-02-03,ORCL,154.62,81,161.61,147.09,4.5,161.84,Under,-20.6,-20.1,159.85,3.38,156.17,1.0,165.39,HIT TARGET
5%/10d,2026-02-03,APH,147.06,86,153.49,140.31,4.4,147.07,Under,6.2,4.0,144.16,-1.97,147.69,0.43,151.37,MISSED
5%/10d,2026-02-03,EL,116.31,83,121.44,112.94,4.4,116.51,Under,9.8,7.1,101.32,-12.89,111.6,-4.05,120.03,STOPPED OUT
5%/10d,2026-02-03,EPAM,183.33,82,191.4,169.68,4.4,200.24,Under,-8.5,-15.9,191.61,4.52,167.65,-8.55,193.83,HIT TARGET
5%/10d,2026-02-03,TPR,127.03,81,131.73,124.44,3.7,127.5,Under,-0.9,-4.6,153.12,20.54,154.94,21.97,158.28,HIT TARGET
5%/10d,2026-02-03,EQT,55.59,81,57.82,53.53,4.0,55.7,Under,4.9,4.1,55.39,-0.36,58.62,5.45,59.55,HIT TARGET
5%/10d,2026-02-03,ALGN,157.08,79,162.65,152.78,3.5,161.22,Under,1.6,-6.3,196.38,25.02,190.82,21.48,199.06,HIT TARGET
3%/10d,2026-02-03,APH,147.06,94,153.49,140.31,4.4,147.07,Under,6.2,4.0,144.16,-1.97,147.69,0.43,151.37,MISSED
3%/10d,2026-02-03,IVZ,26.53,93,27.47,25.61,3.6,27.21,Under,0.4,-6.0,27.27,2.79,26.73,0.75,27.79,HIT TARGET
3%/10d,2026-02-03,LLY,1002.88,90,1051.42,971.26,4.8,1023.17,Under,-6.0,-5.7,1024.8,2.19,1020.16,1.72,1114.0,HIT TARGET
3%/10d,2026-02-03,UNH,284.07,88,292.19,278.63,2.9,287.8,Under,-14.1,-18.6,273.11,-3.86,288.11,1.42,294.23,HIT TARGET
3%/10d,2026-02-03,XAR,278.36,67,288.09,272.28,3.5,276.39,Above,14.5,4.6,272.08,-2.26,278.11,-0.09,280.0,MISSED
3%/10d,2026-02-03,IBIT,43.32,46,43.9,41.02,1.3,45.63,Under,-14.3,-17.5,38.98,-10.02,37.54,-13.34,42.89,STOPPED OUT
3%/10d,2026-02-03,XLE,51.66,45,52.72,50.84,2.0,50.77,Above,15.0,13.1,53.58,3.72,54.78,6.04,55.24,HIT TARGET
3%/10d,2026-02-03,USO,77.47,41,79.38,75.1,2.5,77.4,Above,13.5,13.0,78.01,0.7,79.41,2.5,79.83,HIT TARGET
3%/10d,2026-02-03,EL,116.31,90,121.44,112.94,4.4,116.51,Under,9.8,7.1,101.32,-12.89,111.6,-4.05,120.03,STOPPED OUT
3%/10d,2026-02-03,VRTX,465.84,89,479.84,459.22,3.0,471.33,Under,2.6,-0.6,463.63,-0.47,470.26,0.95,503.88,HIT TARGET
8%/10d,2026-02-05,ALB,156.42,100,173.85,147.05,11.1,164.88,Under,9.7,-1.2,158.99,1.64,168.43,7.68,182.8,HIT TARGET
8%/10d,2026-02-05,SLVR,59.94,95,66.36,54.63,10.7,64.84,Under,7.0,2.6,62.89,4.92,73.1,21.96,73.13,HIT TARGET
8%/10d,2026-02-05,MRNA,40.88,92,45.72,37.92,11.8,42.07,Under,31.6,20.7,40.1,-1.91,49.88,22.02,50.48,HIT TARGET
8%/10d,2026-02-05,AMD,192.49,83,209.66,173.09,8.9,211.14,Under,-13.3,-6.0,205.92,6.98,200.12,3.96,219.65,HIT TARGET
8%/10d,2026-02-05,ETHA,14.09,74,14.83,12.33,5.2,15.8,Under,-39.3,-39.9,14.45,2.56,14.89,5.68,16.23,HIT TARGET
8%/10d,2026-02-05,TSLA,397.1,68,418.6,380.38,5.4,407.41,Under,-10.8,-8.9,416.84,4.97,411.71,3.68,436.35,HIT TARGET
8%/10d,2026-02-05,XAR,259.82,43,267.61,251.64,3.0,266.58,Under,6.8,-3.4,267.37,2.91,281.98,8.53,287.52,HIT TARGET
8%/10d,2026-02-05,AMAT,304.08,91,330.1,285.58,8.6,304.23,Under,13.8,8.0,328.29,7.96,375.35,23.44,377.11,HIT TARGET
8%/10d,2026-02-05,FCX,59.23,81,62.68,56.52,5.8,61.76,Under,14.5,9.2,62.01,4.69,64.36,8.66,65.98,HIT TARGET
8%/10d,2026-02-05,HAL,33.84,80,35.96,33.02,6.3,33.88,Under,17.9,5.2,34.29,1.33,35.11,3.75,35.85,MISSED
5%/10d,2026-02-06,MRNA,40.99,94,45.02,38.24,9.8,41.36,Under,32.0,19.6,42.23,3.03,50.3,22.71,54.02,HIT TARGET
5%/10d,2026-02-06,ALB,163.32,88,178.64,156.2,9.4,162.01,Above,14.6,1.3,166.35,1.86,177.47,8.66,182.8,HIT TARGET
5%/10d,2026-02-06,SLVR,64.75,88,70.86,59.99,9.4,63.78,Above,15.5,6.2,65.7,1.47,76.17,17.64,77.0,HIT TARGET
5%/10d,2026-02-06,ETHA,15.52,76,16.18,13.86,4.2,15.33,Above,-33.1,-33.1,15.45,-0.45,14.05,-9.47,16.23,HIT TARGET
5%/10d,2026-02-06,QCOM,137.33,68,141.18,129.15,2.8,141.2,Under,-20.6,-22.8,140.76,2.5,140.44,2.26,144.47,HIT TARGET
5%/10d,2026-02-06,TMO,542.7,63,552.56,530.14,1.8,552.47,Under,-7.0,-12.3,504.82,-6.98,516.53,-4.82,551.3,STOPPED OUT
5%/10d,2026-02-06,XAR,271.88,49,280.11,266.94,3.0,265.24,Above,11.8,-1.7,270.69,-0.44,279.02,2.63,287.52,HIT TARGET
5%/10d,2026-02-06,CNC,38.45,88,40.47,35.9,5.2,39.69,Under,-6.4,-17.5,40.58,5.54,43.36,12.77,43.93,HIT TARGET
5%/10d,2026-02-06,ILMN,119.7,87,126.14,111.38,5.4,129.09,Under,-9.3,-15.1,116.86,-2.37,120.57,0.73,120.74,MISSED
5%/10d,2026-02-06,CRL,189.2,81,196.57,178.65,3.9,191.74,Under,-5.3,-14.4,161.32,-14.74,163.5,-13.58,188.7,STOPPED OUT
3%/10d,2026-02-02,ETSY,53.61,94,56.37,52.15,5.2,53.75,Under,-5.9,-8.5,55.13,2.84,44.38,-17.22,58.09,HIT TARGET
3%/10d,2026-02-02,HAL,32.83,93,34.66,31.58,5.6,33.62,Under,14.4,2.8,34.9,6.31,33.71,2.68,35.39,HIT TARGET
3%/10d,2026-02-02,EMR,148.7,86,152.59,145.59,2.6,148.85,Under,10.9,4.1,160.0,7.6,148.86,0.11,165.15,HIT TARGET
3%/10d,2026-02-02,NKE,62.17,84,63.62,61.09,2.3,62.46,Under,-1.1,-3.6,62.4,0.37,64.82,4.26,64.82,HIT TARGET
3%/10d,2026-02-02,USO,75.33,72,77.19,72.3,2.5,77.19,Under,10.3,7.3,78.03,3.58,75.7,0.49,79.83,HIT TARGET
3%/10d,2026-02-02,XAR,270.0,67,279.19,264.41,3.4,278.77,Under,11.0,3.8,276.1,2.26,273.75,1.39,278.46,MISSED
3%/10d,2026-02-02,XLE,50.05,63,50.89,49.14,1.7,50.29,Under,11.4,6.7,53.62,7.13,53.76,7.41,55.24,HIT TARGET
3%/10d,2026-02-02,PLTR,147.74,93,154.29,141.07,4.4,153.87,Under,-15.4,-15.1,142.91,-3.27,133.07,-9.93,165.08,HIT TARGET
3%/10d,2026-02-02,DLTR,117.22,90,122.52,114.89,4.5,118.33,Under,-7.1,-8.8,123.15,5.06,128.54,9.66,130.94,HIT TARGET
3%/10d,2026-02-02,VLO,180.22,89,186.96,171.22,3.7,184.49,Under,9.9,-0.2,201.44,11.77,197.35,9.51,206.77,HIT TARGET
8%/10d,2026-02-09,ALB,165.69,81,179.23,160.46,8.2,161.74,Above,16.2,-2.1,168.97,1.98,186.81,12.75,188.97,HIT TARGET
8%/10d,2026-02-09,KLAC,1439.11,76,1545.31,1388.1,7.4,1406.46,Above,14.0,0.8,1470.19,2.16,1506.99,4.72,1530.0,MISSED
8%/10d,2026-02-09,TXN,218.61,52,224.62,213.88,2.7,221.57,Under,24.5,15.6,225.65,3.22,213.4,-2.38,231.32,HIT TARGET
8%/10d,2026-02-09,CAT,742.19,50,778.63,727.72,4.9,713.39,Above,26.5,17.9,764.58,3.02,768.54,3.55,789.81,HIT TARGET
8%/10d,2026-02-09,SLVR,69.69,44,77.02,66.03,10.5,65.03,Above,24.4,7.7,62.4,-10.46,77.49,11.19,78.1,HIT TARGET
8%/10d,2026-02-09,ETHA,16.04,38,16.38,14.93,2.1,15.3,Above,-30.9,-31.6,15.07,-6.05,14.04,-12.47,15.65,STOPPED OUT
8%/10d,2026-02-09,AMAT,330.48,75,353.9,321.43,7.1,317.9,Above,23.7,7.6,358.94,8.61,377.92,14.35,380.51,HIT TARGET
8%/10d,2026-02-09,CNC,38.04,74,39.86,35.56,4.8,38.59,Under,-7.4,-18.0,41.24,8.41,42.37,11.38,44.18,HIT TARGET
8%/10d,2026-02-09,ILMN,117.25,73,123.63,109.56,5.4,123.24,Under,-11.2,-19.5,116.5,-0.64,122.92,4.84,124.96,HIT TARGET
8%/10d,2026-02-09,MRNA,41.95,73,45.29,39.95,8.0,41.02,Above,35.1,24.0,43.95,4.77,50.53,20.45,54.02,HIT TARGET
10%/10d,2026-02-12,MRNA,40.1,75,44.25,36.45,10.3,40.61,Under,29.1,1.9,49.88,24.39,53.59,33.64,54.02,HIT TARGET
10%/10d,2026-02-12,ALB,158.99,65,175.7,144.73,10.5,167.29,Under,11.5,-8.5,168.43,5.94,178.48,12.26,206.0,HIT TARGET
10%/10d,2026-02-12,SLVR,62.89,54,69.15,57.97,10.0,67.94,Under,12.2,-5.2,73.1,16.23,83.35,32.53,83.41,HIT TARGET
10%/10d,2026-02-12,AMD,205.92,46,221.55,195.38,7.6,211.37,Under,-7.2,-9.6,200.12,-2.82,200.19,-2.78,216.71,MISSED
10%/10d,2026-02-12,ILMN,114.44,61,120.99,111.17,5.7,116.83,Under,-13.3,-21.2,117.71,2.86,134.55,17.57,134.75,HIT TARGET
10%/10d,2026-02-12,LUV,50.8,58,53.89,48.95,6.1,52.36,Under,22.9,17.9,52.09,2.54,49.24,-3.07,55.11,HIT TARGET
10%/10d,2026-02-12,MCHP,78.9,56,82.65,75.06,4.8,78.97,Under,22.7,6.0,77.73,-1.48,74.64,-5.4,80.96,STOPPED OUT
10%/10d,2026-02-12,CRL,158.71,54,167.57,141.56,5.6,166.69,Under,-20.5,-29.0,169.0,6.48,178.55,12.5,179.82,HIT TARGET
10%/10d,2026-02-12,ODFL,185.45,54,193.67,178.3,4.4,192.4,Under,17.6,4.1,201.4,8.6,203.22,9.58,203.86,HIT TARGET
10%/10d,2026-02-12,ETSY,46.24,54,48.76,42.26,5.5,49.81,Under,-18.8,-27.3,52.2,12.89,54.87,18.66,55.96,HIT TARGET
8%/10d,2026-02-11,MRNA,40.48,86,44.17,36.38,9.1,41.43,Under,30.3,-0.3,49.7,22.78,51.72,27.77,54.02,HIT TARGET
8%/10d,2026-02-11,ALB,175.19,80,188.67,169.02,7.7,168.74,Above,22.9,-1.4,168.41,-3.87,184.94,5.57,206.0,HIT TARGET
8%/10d,2026-02-11,SLVR,70.63,79,76.99,68.0,9.0,69.41,Above,26.0,7.0,67.91,-3.85,80.66,14.2,80.72,HIT TARGET
8%/10d,2026-02-11,ETHA,14.74,69,15.38,13.84,4.4,15.22,Under,-36.5,-42.4,14.72,-0.14,15.29,3.73,15.75,HIT TARGET
8%/10d,2026-02-11,LLY,1014.64,65,1055.34,999.88,4.0,1034.2,Under,-4.9,-5.5,1023.26,0.85,1022.11,0.74,1067.0,HIT TARGET
8%/10d,2026-02-11,CRL,166.0,72,174.27,154.35,5.0,177.12,Under,-16.9,-23.3,164.2,-1.08,175.47,5.7,175.48,HIT TARGET
8%/10d,2026-02-11,ILMN,116.34,68,121.26,113.14,4.2,117.94,Under,-11.8,-19.1,120.08,3.21,127.45,9.55,127.64,HIT TARGET
8%/10d,2026-02-11,MOH,122.6,66,127.59,117.91,4.1,125.51,Under,-30.5,-35.1,148.24,20.91,146.24,19.28,158.59,HIT TARGET
8%/10d,2026-02-11,LUV,51.41,64,54.13,50.13,5.3,53.32,Under,24.3,20.8,52.08,1.3,50.93,-0.93,55.11,HIT TARGET
8%/10d,2026-02-11,GM,79.79,61,82.9,78.42,3.9,80.45,Under,-0.4,-1.8,81.47,2.11,80.79,1.25,83.93,HIT TARGET
10%/10d,2026-02-10,SLVR,69.16,77,76.32,66.32,10.4,67.59,Above,23.4,7.2,65.12,-5.84,77.86,12.58,79.7,HIT TARGET
10%/10d,2026-02-10,MRNA,42.0,74,46.09,39.24,9.7,41.8,Above,35.2,6.0,46.65,11.07,51.39,22.36,54.02,HIT TARGET
10%/10d,2026-02-10,ALB,168.53,73,180.86,163.87,7.3,164.97,Above,18.2,-4.8,171.21,1.59,195.85,16.21,206.0,HIT TARGET
10%/10d,2026-02-10,LLY,1024.8,45,1060.55,998.18,3.5,1044.87,Under,-3.9,-4.8,1020.16,-0.45,1029.54,0.46,1067.0,HIT TARGET
10%/10d,2026-02-10,AMD,213.62,42,222.02,206.06,3.9,213.0,Above,-3.7,-3.3,200.11,-6.32,210.86,-1.29,219.65,MISSED
10%/10d,2026-02-10,TER,304.77,73,332.18,289.94,9.0,304.5,Above,49.6,32.9,314.84,3.3,342.82,12.48,343.69,HIT TARGET
10%/10d,2026-02-10,KLAC,1430.94,72,1519.62,1398.57,6.2,1436.59,Under,13.4,-0.8,1479.9,3.42,1547.02,8.11,1577.35,HIT TARGET
10%/10d,2026-02-10,HAL,34.01,64,35.67,33.21,4.9,34.62,Under,18.5,4.3,34.76,2.21,35.26,3.68,36.18,HIT TARGET
10%/10d,2026-02-10,MPWR,1141.67,60,1193.4,1078.76,4.5,1185.11,Under,22.4,16.1,1188.32,4.09,1231.72,7.89,1255.4,HIT TARGET
10%/10d,2026-02-10,MOH,125.35,57,130.92,117.59,4.4,127.54,Under,-28.9,-30.7,142.58,13.75,145.55,16.11,158.59,HIT TARGET
10%/10d,2026-02-11,MRNA,40.48,84,44.17,36.38,9.1,41.43,Under,30.3,-0.3,49.7,22.78,51.72,27.77,54.02,HIT TARGET
10%/10d,2026-02-11,SLVR,70.63,75,76.99,68.0,9.0,69.41,Above,26.0,7.0,67.91,-3.85,80.66,14.2,80.72,HIT TARGET
10%/10d,2026-02-11,ALB,175.19,74,188.67,169.02,7.7,168.74,Above,22.9,-1.4,168.41,-3.87,184.94,5.57,206.0,HIT TARGET
10%/10d,2026-02-11,LLY,1014.64,54,1055.34,999.88,4.0,1034.2,Under,-4.9,-5.5,1023.26,0.85,1022.11,0.74,1067.0,HIT TARGET
10%/10d,2026-02-11,AMD,213.49,51,223.64,205.14,4.8,214.27,Under,-3.8,-4.5,203.35,-4.75,203.67,-4.6,218.46,STOPPED OUT
