Scenario,TradingDate,Symbol,Price,Score,Target,StopLoss,ExpProfit,SMA20,vsSMA20,YTD,LastMonth,Price5d,PnL5d,Price10d,PnL10d,MaxPrice10d,Status
10%/10d,2026-02-11,CRL,166.0,59,174.27,154.35,5.0,177.12,Under,-16.9,-23.3,164.2,-1.08,175.47,5.7,175.48,HIT TARGET
10%/10d,2026-02-11,ETHA,14.74,56,15.38,13.84,4.4,15.22,Under,-36.5,-42.4,14.72,-0.14,15.29,3.73,15.75,HIT TARGET
10%/10d,2026-02-11,LUV,51.41,55,54.13,50.13,5.3,53.32,Under,24.3,20.8,52.08,1.3,50.93,-0.93,55.11,HIT TARGET
10%/10d,2026-02-11,ILMN,116.34,55,121.26,113.14,4.2,117.94,Under,-11.8,-19.1,120.08,3.21,127.45,9.55,127.64,HIT TARGET
10%/10d,2026-02-11,MOH,122.6,55,127.59,117.91,4.1,125.51,Under,-30.5,-35.1,148.24,20.91,146.24,19.28,158.59,HIT TARGET
5%/10d,2026-02-02,MRNA,42.56,92,47.15,38.76,10.8,45.11,Under,37.0,32.3,41.95,-1.43,43.95,3.27,45.5,MISSED
5%/10d,2026-02-02,ALB,164.91,89,181.59,153.73,10.1,180.12,Under,15.7,12.9,165.69,0.47,168.97,2.46,182.8,HIT TARGET
5%/10d,2026-02-02,ORCL,160.11,65,165.91,150.51,3.6,169.07,Under,-17.8,-16.9,156.61,-2.19,153.99,-3.82,165.39,MISSED
5%/10d,2026-02-02,EMR,148.7,63,152.59,145.59,2.6,148.85,Under,10.9,4.1,160.0,7.6,148.86,0.11,165.15,HIT TARGET
5%/10d,2026-02-02,GLD,427.58,60,443.46,384.86,3.7,476.62,Under,7.2,4.6,466.93,9.2,448.23,4.83,468.61,HIT TARGET
5%/10d,2026-02-02,XAR,270.0,58,279.19,264.41,3.4,278.77,Under,11.0,3.8,276.1,2.26,273.75,1.39,278.46,MISSED
5%/10d,2026-02-02,PLTR,147.74,86,154.29,141.07,4.4,153.87,Under,-15.4,-15.1,142.91,-3.27,133.07,-9.93,165.08,HIT TARGET
5%/10d,2026-02-02,ETSY,53.61,86,56.37,52.15,5.2,53.75,Under,-5.9,-8.5,55.13,2.84,44.38,-17.22,58.09,HIT TARGET
5%/10d,2026-02-02,HAL,32.83,84,34.66,31.58,5.6,33.62,Under,14.4,2.8,34.9,6.31,33.71,2.68,35.39,HIT TARGET
5%/10d,2026-02-02,DLTR,117.22,84,122.52,114.89,4.5,118.33,Under,-7.1,-8.8,123.15,5.06,128.54,9.66,130.94,HIT TARGET
5%/10d,2026-02-10,MPWR,1141.67,90,1193.4,1078.76,4.5,1185.11,Under,22.4,16.1,1188.32,4.09,1231.72,7.89,1255.4,HIT TARGET
5%/10d,2026-02-10,KLAC,1430.94,89,1519.62,1398.57,6.2,1436.59,Under,13.4,-0.8,1479.9,3.42,1547.02,8.11,1577.35,HIT TARGET
5%/10d,2026-02-10,SLVR,69.16,88,76.32,66.32,10.4,67.59,Above,23.4,7.2,65.12,-5.84,77.86,12.58,79.7,HIT TARGET
5%/10d,2026-02-10,ETHA,15.2,84,15.77,14.31,3.7,15.52,Under,-34.5,-37.3,14.64,-3.68,15.68,3.16,15.75,MISSED
5%/10d,2026-02-10,LMT,629.57,77,649.65,621.65,3.2,629.81,Under,29.5,12.8,649.95,3.24,647.6,2.86,669.75,HIT TARGET
5%/10d,2026-02-10,CAT,742.38,76,774.45,732.42,4.3,734.24,Above,26.5,16.6,752.09,1.31,766.47,3.24,789.81,HIT TARGET
5%/10d,2026-02-10,XAR,272.08,71,278.58,268.94,2.4,273.64,Under,11.9,-3.4,278.11,2.22,280.33,3.03,287.52,HIT TARGET
5%/10d,2026-02-10,MOH,125.35,89,130.92,117.59,4.4,127.54,Under,-28.9,-30.7,142.58,13.75,145.55,16.11,158.59,HIT TARGET
5%/10d,2026-02-10,ALB,168.53,84,180.86,163.87,7.3,164.97,Above,18.2,-4.8,171.21,1.59,195.85,16.21,206.0,HIT TARGET
5%/10d,2026-02-10,HAL,34.01,81,35.67,33.21,4.9,34.62,Under,18.5,4.3,34.76,2.21,35.26,3.68,36.18,HIT TARGET
3%/10d,2026-02-04,FCX,61.88,94,65.64,58.2,6.1,62.48,Under,19.6,11.5,65.42,5.72,62.58,1.13,65.98,HIT TARGET
3%/10d,2026-02-04,MRVL,73.73,94,78.21,69.5,6.1,75.63,Under,-16.4,-12.9,81.3,10.27,79.63,8.0,83.78,HIT TARGET
3%/10d,2026-02-04,TSLA,405.9,93,424.62,392.52,4.6,417.4,Under,-8.8,-5.9,428.15,5.48,411.72,1.43,436.35,HIT TARGET
3%/10d,2026-02-04,ORCL,146.66,90,153.67,138.5,4.8,154.95,Under,-24.7,-24.0,157.09,7.11,156.55,6.74,165.39,HIT TARGET
3%/10d,2026-02-04,XAR,265.3,76,273.66,256.11,3.2,270.93,Under,9.1,1.0,267.03,0.65,284.56,7.26,285.0,HIT TARGET
3%/10d,2026-02-04,GLD,453.87,71,471.86,437.72,4.0,454.12,Under,13.8,10.9,467.52,3.01,459.56,1.25,468.61,MISSED
3%/10d,2026-02-04,LHX,339.15,93,350.66,329.6,3.4,344.93,Under,14.7,9.5,340.32,0.34,358.69,5.76,361.35,HIT TARGET
3%/10d,2026-02-04,VST,142.52,92,147.27,134.75,3.3,150.61,Under,-14.4,-7.8,160.14,12.36,172.51,21.04,176.65,HIT TARGET
3%/10d,2026-02-04,CEG,250.43,91,259.99,239.46,3.8,265.04,Under,-32.0,-26.0,276.91,10.57,291.62,16.45,310.65,HIT TARGET
3%/10d,2026-02-04,NRG,144.0,89,148.23,136.77,2.9,148.93,Under,-12.8,-3.3,160.69,11.59,175.03,21.55,177.71,HIT TARGET
8%/10d,2026-02-17,SLVR,62.4,80,68.38,58.36,9.6,64.07,Under,11.3,-12.8,77.49,24.18,73.65,18.03,83.41,HIT TARGET
8%/10d,2026-02-17,AMD,203.04,80,218.76,193.36,7.7,205.37,Under,-8.5,-12.5,213.73,5.26,190.97,-5.94,216.71,STOPPED OUT
8%/10d,2026-02-17,MRNA,43.95,78,48.76,39.4,10.9,41.87,Above,41.5,2.1,50.53,14.97,49.83,13.38,54.93,HIT TARGET
8%/10d,2026-02-17,CRL,158.43,74,167.26,151.64,5.6,158.47,Under,-20.7,-27.4,166.1,4.84,175.86,11.0,179.82,HIT TARGET
8%/10d,2026-02-17,ETSY,44.38,71,46.74,43.03,5.3,45.81,Under,-22.1,-24.7,54.39,22.56,54.48,22.76,55.96,HIT TARGET
8%/10d,2026-02-17,GLW,130.58,70,139.36,123.96,6.7,132.14,Under,46.4,41.1,151.6,16.1,147.5,12.96,162.1,HIT TARGET
8%/10d,2026-02-17,FCX,61.1,68,64.46,58.44,5.5,61.8,Under,18.1,1.7,67.89,11.11,65.58,7.33,69.75,HIT TARGET
8%/10d,2026-02-17,TER,305.48,68,335.07,289.25,9.7,311.16,Under,49.9,36.4,328.9,7.67,304.22,-0.41,344.92,HIT TARGET
8%/10d,2026-02-17,ALB,168.97,67,184.68,160.12,9.3,165.18,Above,18.5,-2.0,186.81,10.56,164.7,-2.53,206.0,HIT TARGET
8%/10d,2026-02-17,AMAT,358.94,66,386.76,330.47,7.8,349.09,Above,34.4,12.9,377.92,5.29,351.2,-2.16,395.95,HIT TARGET
3%/10d,2026-02-06,ILMN,119.7,94,126.14,111.38,5.4,129.09,Under,-9.3,-15.1,116.86,-2.37,120.57,0.73,120.74,MISSED
3%/10d,2026-02-06,CNC,38.45,93,40.47,35.9,5.2,39.69,Under,-6.4,-17.5,40.58,5.54,43.36,12.77,43.93,HIT TARGET
3%/10d,2026-02-06,GLD,455.35,85,474.78,446.03,4.3,450.88,Above,14.2,9.9,462.6,1.59,481.31,5.7,481.46,HIT TARGET
3%/10d,2026-02-06,QCOM,137.33,85,141.18,129.15,2.8,141.2,Under,-20.6,-22.8,140.76,2.5,140.44,2.26,144.47,HIT TARGET
3%/10d,2026-02-06,USO,76.98,82,78.81,75.71,2.4,77.32,Under,12.7,8.8,76.22,-0.99,80.9,5.09,81.92,HIT TARGET
3%/10d,2026-02-06,TSLA,411.01,79,428.26,397.19,4.2,404.87,Above,-7.7,-7.6,417.42,1.56,399.85,-2.72,436.35,HIT TARGET
3%/10d,2026-02-06,XAR,271.88,76,280.11,266.94,3.0,265.24,Above,11.8,-1.7,270.69,-0.44,279.02,2.63,287.52,HIT TARGET
3%/10d,2026-02-06,CRL,189.2,90,196.57,178.65,3.9,191.74,Under,-5.3,-14.4,161.32,-14.74,163.5,-13.58,188.7,STOPPED OUT
3%/10d,2026-02-06,GM,84.23,86,87.33,82.6,3.7,84.74,Under,5.1,1.7,81.08,-3.74,79.66,-5.43,83.93,STOPPED OUT
3%/10d,2026-02-06,CRWD,395.38,86,409.23,369.24,3.5,400.32,Under,-13.4,-16.0,429.82,8.71,350.27,-11.41,432.85,HIT TARGET
5%/10d,2026-02-05,SLVR,59.94,100,66.36,54.63,10.7,64.84,Under,7.0,2.6,62.89,4.92,73.1,21.96,73.13,HIT TARGET
5%/10d,2026-02-05,ALB,156.42,100,173.85,147.05,11.1,164.88,Under,9.7,-1.2,158.99,1.64,168.43,7.68,182.8,HIT TARGET
5%/10d,2026-02-05,AMAT,304.08,96,330.1,285.58,8.6,304.23,Under,13.8,8.0,328.29,7.96,375.35,23.44,377.11,HIT TARGET
5%/10d,2026-02-05,TSLA,397.1,87,418.6,380.38,5.4,407.41,Under,-10.8,-8.9,416.84,4.97,411.71,3.68,436.35,HIT TARGET
5%/10d,2026-02-05,AMD,192.49,87,209.66,173.09,8.9,211.14,Under,-13.3,-6.0,205.92,6.98,200.12,3.96,219.65,HIT TARGET
5%/10d,2026-02-05,GLD,442.0,85,461.36,430.52,4.4,450.6,Under,10.9,7.4,451.56,2.16,468.48,5.99,468.61,HIT TARGET
5%/10d,2026-02-05,XAR,259.82,65,267.61,251.64,3.0,266.58,Under,6.8,-3.4,267.37,2.91,281.98,8.53,287.52,HIT TARGET
5%/10d,2026-02-05,FCX,59.23,91,62.68,56.52,5.8,61.76,Under,14.5,9.2,62.01,4.69,64.36,8.66,65.98,HIT TARGET
5%/10d,2026-02-05,PLTR,129.98,90,136.69,116.52,5.2,141.6,Under,-25.5,-26.5,129.1,-0.68,135.25,4.05,145.87,HIT TARGET
5%/10d,2026-02-05,ANET,128.65,90,135.47,122.13,5.3,132.72,Under,-4.5,4.0,135.09,5.01,132.79,3.22,148.77,HIT TARGET
5%/10d,2026-02-09,ILMN,117.25,87,123.63,109.56,5.4,123.24,Under,-11.2,-19.5,116.5,-0.64,122.92,4.84,124.96,HIT TARGET
5%/10d,2026-02-09,CNC,38.04,86,39.86,35.56,4.8,38.59,Under,-7.4,-18.0,41.24,8.41,42.37,11.38,44.18,HIT TARGET
5%/10d,2026-02-09,CAT,742.19,71,778.63,727.72,4.9,713.39,Above,26.5,17.9,764.58,3.02,768.54,3.55,789.81,HIT TARGET
5%/10d,2026-02-09,TXN,218.61,68,224.62,213.88,2.7,221.57,Under,24.5,15.6,225.65,3.22,213.4,-2.38,231.32,HIT TARGET
5%/10d,2026-02-09,ETHA,16.04,66,16.38,14.93,2.1,15.3,Above,-30.9,-31.6,15.07,-6.05,14.04,-12.47,15.65,STOPPED OUT
5%/10d,2026-02-09,XAR,276.1,50,284.87,272.09,3.2,269.9,Above,13.5,-1.8,273.75,-0.85,282.93,2.47,287.52,HIT TARGET
5%/10d,2026-02-09,ALB,165.69,85,179.23,160.46,8.2,161.74,Above,16.2,-2.1,168.97,1.98,186.81,12.75,188.97,HIT TARGET
5%/10d,2026-02-09,KLAC,1439.11,83,1545.31,1388.1,7.4,1406.46,Above,14.0,0.8,1470.19,2.16,1506.99,4.72,1530.0,MISSED
5%/10d,2026-02-09,ETSY,55.13,81,57.27,51.94,3.9,56.07,Under,-3.2,-8.7,44.38,-19.5,54.39,-1.34,55.73,MISSED
5%/10d,2026-02-09,AMAT,330.48,80,353.9,321.43,7.1,317.9,Above,23.7,7.6,358.94,8.61,377.92,14.35,380.51,HIT TARGET
5%/10d,2026-02-04,ALB,168.58,100,184.7,159.17,9.6,169.71,Under,18.2,4.3,175.19,3.92,168.41,-0.1,182.8,MISSED
5%/10d,2026-02-04,FCX,61.88,92,65.64,58.2,6.1,62.48,Under,19.6,11.5,65.42,5.72,62.58,1.13,65.98,HIT TARGET
5%/10d,2026-02-04,SLVR,67.79,88,74.37,62.11,9.7,67.18,Above,21.0,14.4,70.63,4.19,67.91,0.18,72.0,MISSED
5%/10d,2026-02-04,AMD,200.46,84,216.07,180.59,7.8,229.71,Under,-9.7,-4.5,213.49,6.5,203.35,1.44,219.65,HIT TARGET
5%/10d,2026-02-04,TSLA,405.9,84,424.62,392.52,4.6,417.4,Under,-8.8,-5.9,428.15,5.48,411.72,1.43,436.35,HIT TARGET
5%/10d,2026-02-04,XAR,265.3,66,273.66,256.11,3.2,270.93,Under,9.1,1.0,267.03,0.65,284.56,7.26,285.0,HIT TARGET
5%/10d,2026-02-04,GLD,453.87,61,471.86,437.72,4.0,454.12,Under,13.8,10.9,467.52,3.01,459.56,1.25,468.61,MISSED
5%/10d,2026-02-04,GLW,109.72,91,116.51,101.6,6.2,109.79,Under,23.0,24.7,132.92,21.14,130.01,18.49,136.82,HIT TARGET
5%/10d,2026-02-04,APH,129.98,88,136.29,119.95,4.9,141.27,Under,-6.1,-6.4,144.05,10.82,151.25,16.36,151.38,HIT TARGET
5%/10d,2026-02-04,MRVL,73.73,87,78.21,69.5,6.1,75.63,Under,-16.4,-12.9,81.3,10.27,79.63,8.0,83.78,HIT TARGET
10%/10d,2026-02-17,MRNA,43.95,76,48.76,39.4,10.9,41.87,Above,41.5,2.1,50.53,14.97,49.83,13.38,54.93,HIT TARGET
10%/10d,2026-02-17,SLVR,62.4,76,68.38,58.36,9.6,64.07,Under,11.3,-12.8,77.49,24.18,73.65,18.03,83.41,HIT TARGET
10%/10d,2026-02-17,AMD,203.04,76,218.76,193.36,7.7,205.37,Under,-8.5,-12.5,213.73,5.26,190.97,-5.94,216.71,STOPPED OUT
10%/10d,2026-02-17,TER,305.48,66,335.07,289.25,9.7,311.16,Under,49.9,36.4,328.9,7.67,304.22,-0.41,344.92,HIT TARGET
10%/10d,2026-02-17,ALB,168.97,63,184.68,160.12,9.3,165.18,Above,18.5,-2.0,186.81,10.56,164.7,-2.53,206.0,HIT TARGET
10%/10d,2026-02-17,GLW,130.58,62,139.36,123.96,6.7,132.14,Under,46.4,41.1,151.6,16.1,147.5,12.96,162.1,HIT TARGET
10%/10d,2026-02-17,CRL,158.43,62,167.26,151.64,5.6,158.47,Under,-20.7,-27.4,166.1,4.84,175.86,11.0,179.82,HIT TARGET
10%/10d,2026-02-17,ETSY,44.38,61,46.74,43.03,5.3,45.81,Under,-22.1,-24.7,54.39,22.56,54.48,22.76,55.96,HIT TARGET
10%/10d,2026-02-17,FCX,61.1,58,64.46,58.44,5.5,61.8,Under,18.1,1.7,67.89,11.11,65.58,7.33,69.75,HIT TARGET
10%/10d,2026-02-17,HAL,33.71,57,35.53,32.92,5.4,33.89,Under,17.5,5.2,35.8,6.2,35.26,4.6,37.02,HIT TARGET
10%/10d,2026-02-24,TER,328.9,64,357.61,316.52,8.7,322.45,Above,61.4,37.6,304.22,-7.5,300.89,-8.52,344.92,STOPPED OUT
10%/10d,2026-02-24,ALB,186.81,62,202.33,178.44,8.3,177.46,Above,31.0,-3.8,164.7,-11.84,166.42,-10.91,206.0,HIT TARGET
10%/10d,2026-02-24,ETHA,14.04,57,14.68,13.45,4.6,14.28,Under,-39.5,-38.5,14.94,6.41,15.39,9.62,16.63,HIT TARGET
10%/10d,2026-02-24,AVGO,325.44,42,337.28,313.04,3.6,329.44,Under,-8.3,-2.2,313.73,-3.6,342.6,5.27,353.14,HIT TARGET
10%/10d,2026-02-24,TXN,213.4,42,218.63,206.08,2.4,218.05,Under,21.5,8.4,202.71,-5.01,197.46,-7.47,216.09,STOPPED OUT
10%/10d,2026-02-24,CE,53.13,61,55.9,51.23,5.2,53.35,Under,28.1,13.4,51.32,-3.41,50.67,-4.63,55.93,HIT TARGET
10%/10d,2026-02-24,LUV,50.65,61,53.02,49.31,4.7,51.05,Under,22.5,22.5,47.65,-5.92,42.83,-15.44,51.65,STOPPED OUT
10%/10d,2026-02-24,AMCR,50.19,61,60.09,49.67,19.7,50.27,Under,503.5,12.1,47.17,-6.02,42.12,-16.08,49.35,STOPPED OUT
10%/10d,2026-02-24,AAL,13.15,58,13.83,12.66,5.1,13.18,Under,-13.5,-3.0,12.46,-5.25,11.1,-15.59,14.17,HIT TARGET
10%/10d,2026-02-24,ANET,128.72,57,134.7,123.81,4.6,130.34,Under,-4.4,-12.2,124.73,-3.1,139.63,8.48,141.77,HIT TARGET
8%/10d,2026-02-13,KLAC,1464.29,83,1551.6,1405.97,6.0,1467.7,Under,16.0,-6.6,1488.35,1.64,1534.15,4.77,1577.35,HIT TARGET
8%/10d,2026-02-13,MRNA,42.23,77,46.65,38.13,10.5,40.76,Above,36.0,1.0,50.3,19.11,52.84,25.12,54.93,HIT TARGET
8%/10d,2026-02-13,SLVR,65.7,62,71.66,60.93,9.1,66.87,Under,17.2,-2.5,76.17,15.94,81.56,24.14,83.41,HIT TARGET
8%/10d,2026-02-13,AMD,207.3,55,219.29,199.08,5.8,209.08,Under,-6.6,-10.6,196.59,-5.17,198.61,-4.19,216.71,STOPPED OUT
8%/10d,2026-02-13,ALB,166.35,74,181.93,151.26,9.4,166.69,Under,16.7,2.0,177.47,6.68,178.12,7.08,206.0,HIT TARGET
8%/10d,2026-02-13,ETSY,45.73,71,48.09,43.15,5.2,47.11,Under,-19.7,-26.0,52.36,14.5,53.95,17.98,55.96,HIT TARGET
8%/10d,2026-02-13,AAL,13.88,69,14.55,13.3,4.8,14.13,Under,-8.7,-9.6,12.94,-6.77,12.49,-10.01,14.56,HIT TARGET
8%/10d,2026-02-13,AMAT,354.89,68,382.33,328.16,7.7,342.51,Above,32.8,8.5,373.29,5.18,372.18,4.87,395.95,HIT TARGET
8%/10d,2026-02-13,CHRW,175.96,66,184.91,150.22,5.1,177.26,Under,9.1,0.1,177.27,0.74,187.23,6.4,190.77,HIT TARGET
8%/10d,2026-02-13,LUV,51.1,63,53.78,49.29,5.3,51.31,Under,23.6,18.5,50.91,-0.37,48.27,-5.54,55.11,HIT TARGET
3%/10d,2026-02-05,GLD,442.0,99,461.36,430.52,4.4,450.6,Under,10.9,7.4,451.56,2.16,468.48,5.99,468.61,HIT TARGET
3%/10d,2026-02-05,ANET,128.65,98,135.47,122.13,5.3,132.72,Under,-4.5,4.0,135.09,5.01,132.79,3.22,148.77,HIT TARGET
3%/10d,2026-02-05,APH,127.67,97,134.09,119.76,5.0,134.74,Under,-7.8,-6.3,143.77,12.61,151.01,18.28,153.63,HIT TARGET
3%/10d,2026-02-05,TSLA,397.1,97,418.6,380.38,5.4,407.41,Under,-10.8,-8.9,416.84,4.97,411.71,3.68,436.35,HIT TARGET
3%/10d,2026-02-05,ORCL,136.48,92,143.7,127.66,5.3,146.39,Under,-29.9,-28.0,156.5,14.67,148.1,8.51,165.39,HIT TARGET
3%/10d,2026-02-05,USO,76.7,83,78.54,74.74,2.4,77.06,Under,12.3,8.7,76.36,-0.44,80.84,5.4,81.27,HIT TARGET
3%/10d,2026-02-05,XAR,259.82,75,267.61,251.64,3.0,266.58,Under,6.8,-3.4,267.37,2.91,281.98,8.53,287.52,HIT TARGET
3%/10d,2026-02-05,IVZ,25.77,97,26.85,24.59,4.2,26.41,Under,-2.5,-8.8,26.21,1.71,26.46,2.68,27.79,HIT TARGET
3%/10d,2026-02-05,CRL,183.51,96,192.98,174.68,5.2,196.85,Under,-8.1,-14.9,158.71,-13.51,169.0,-7.91,191.5,STOPPED OUT
3%/10d,2026-02-05,LHX,342.22,95,355.53,332.72,3.9,344.07,Under,15.7,5.1,340.01,-0.65,356.24,4.1,362.24,HIT TARGET
10%/10d,2026-02-13,MRNA,42.23,76,46.65,38.13,10.5,40.76,Above,36.0,1.0,50.3,19.11,52.84,25.12,54.93,HIT TARGET
10%/10d,2026-02-13,KLAC,1464.29,70,1551.6,1405.97,6.0,1467.7,Under,16.0,-6.6,1488.35,1.64,1534.15,4.77,1577.35,HIT TARGET
10%/10d,2026-02-13,SLVR,65.7,59,71.66,60.93,9.1,66.87,Under,17.2,-2.5,76.17,15.94,81.56,24.14,83.41,HIT TARGET
10%/10d,2026-02-13,AMD,207.3,51,219.29,199.08,5.8,209.08,Under,-6.6,-10.6,196.59,-5.17,198.61,-4.19,216.71,STOPPED OUT
10%/10d,2026-02-13,ALB,166.35,69,181.93,151.26,9.4,166.69,Under,16.7,2.0,177.47,6.68,178.12,7.08,206.0,HIT TARGET
10%/10d,2026-02-13,TER,314.51,61,340.81,297.76,8.4,315.92,Under,54.4,37.9,318.58,1.29,325.82,3.6,344.92,HIT TARGET
10%/10d,2026-02-13,ETSY,45.73,60,48.09,43.15,5.2,47.11,Under,-19.7,-26.0,52.36,14.5,53.95,17.98,55.96,HIT TARGET
10%/10d,2026-02-13,AAL,13.88,57,14.55,13.3,4.8,14.13,Under,-8.7,-9.6,12.94,-6.77,12.49,-10.01,14.56,HIT TARGET
10%/10d,2026-02-13,CHRW,175.96,56,184.91,150.22,5.1,177.26,Under,9.1,0.1,177.27,0.74,187.23,6.4,190.77,HIT TARGET
10%/10d,2026-02-13,LUV,51.1,55,53.78,49.29,5.3,51.31,Under,23.6,18.5,50.91,-0.37,48.27,-5.54,55.11,HIT TARGET
8%/10d,2026-02-12,MRNA,40.1,77,44.25,36.45,10.3,40.61,Under,29.1,1.9,49.88,24.39,53.59,33.64,54.02,HIT TARGET
8%/10d,2026-02-12,ILMN,114.44,74,120.99,111.17,5.7,116.83,Under,-13.3,-21.2,117.71,2.86,134.55,17.57,134.75,HIT TARGET
8%/10d,2026-02-12,SLVR,62.89,57,69.15,57.97,10.0,67.94,Under,12.2,-5.2,73.1,16.23,83.35,32.53,83.41,HIT TARGET
8%/10d,2026-02-12,AMD,205.92,48,221.55,195.38,7.6,211.37,Under,-7.2,-9.6,200.12,-2.82,200.19,-2.78,216.71,MISSED
8%/10d,2026-02-12,ETHA,14.45,42,15.1,13.69,4.5,14.77,Under,-37.7,-41.8,14.89,3.04,14.53,0.55,15.75,HIT TARGET
8%/10d,2026-02-12,TXN,222.96,36,228.83,217.32,2.6,224.21,Under,26.9,17.9,219.76,-1.44,212.07,-4.88,230.0,HIT TARGET
8%/10d,2026-02-12,ALB,158.99,69,175.7,144.73,10.5,167.29,Under,11.5,-8.5,168.43,5.94,178.48,12.26,206.0,HIT TARGET
8%/10d,2026-02-12,LUV,50.8,67,53.89,48.95,6.1,52.36,Under,22.9,17.9,52.09,2.54,49.24,-3.07,55.11,HIT TARGET
8%/10d,2026-02-12,CRL,158.71,64,167.57,141.56,5.6,166.69,Under,-20.5,-29.0,169.0,6.48,178.55,12.5,179.82,HIT TARGET
8%/10d,2026-02-12,MCHP,78.9,64,82.65,75.06,4.8,78.97,Under,22.7,6.0,77.73,-1.48,74.64,-5.4,80.96,STOPPED OUT
8%/10d,2026-02-20,AMD,200.12,77,213.14,193.77,6.5,201.06,Under,-9.8,-22.9,200.19,0.03,192.45,-3.83,216.71,HIT TARGET
8%/10d,2026-02-20,TER,324.9,75,353.13,314.39,8.7,318.03,Above,59.5,41.8,320.17,-1.46,273.0,-15.97,344.92,STOPPED OUT
8%/10d,2026-02-20,DOW,30.52,75,32.18,29.06,5.5,31.06,Under,30.4,8.1,30.75,0.75,33.27,9.01,35.15,HIT TARGET
8%/10d,2026-02-20,CAT,759.7,68,792.23,744.07,4.3,759.12,Above,29.5,21.3,742.86,-2.22,680.74,-10.39,777.6,STOPPED OUT
8%/10d,2026-02-20,SLVR,73.1,40,80.55,69.47,10.2,67.82,Above,30.4,-7.2,83.35,14.02,69.49,-4.94,83.41,HIT TARGET
8%/10d,2026-02-20,ETHA,14.89,38,15.54,14.41,4.4,14.72,Above,-35.8,-32.9,14.53,-2.42,14.95,0.4,16.63,HIT TARGET
8%/10d,2026-02-20,CE,54.09,75,56.76,51.02,4.9,54.86,Under,30.4,13.8,49.98,-7.6,49.31,-8.84,55.93,STOPPED OUT
8%/10d,2026-02-20,KLAC,1496.55,72,1583.78,1452.63,5.8,1475.63,Above,18.6,-1.1,1524.49,1.87,1344.55,-10.16,1577.35,STOPPED OUT
8%/10d,2026-02-20,LLY,1010.16,64,1048.53,994.05,3.8,1016.13,Under,-5.3,-5.1,1051.71,4.11,989.84,-2.01,1064.45,HIT TARGET
8%/10d,2026-02-20,ALB,168.43,63,182.52,161.5,8.4,169.71,Under,18.1,-11.1,178.48,5.97,162.21,-3.69,206.0,HIT TARGET
10%/10d,2026-02-18,SLVR,65.12,76,71.19,61.16,9.3,64.23,Above,16.2,-7.5,77.86,19.56,74.67,14.67,83.41,HIT TARGET
10%/10d,2026-02-18,ALB,171.21,74,184.95,165.3,8.0,169.56,Above,20.1,-4.9,195.85,14.39,168.34,-1.68,206.0,HIT TARGET
10%/10d,2026-02-18,AMD,200.11,73,214.34,189.21,7.1,203.28,Under,-9.8,-19.8,210.86,5.37,202.06,0.97,216.71,HIT TARGET
10%/10d,2026-02-18,TER,314.84,73,342.38,299.14,8.7,313.13,Above,54.5,35.8,342.82,8.89,305.19,-3.07,344.92,HIT TARGET
10%/10d,2026-02-18,DOW,31.57,62,33.06,30.39,4.7,31.91,Under,34.9,11.1,30.01,-4.94,32.33,2.41,32.39,MISSED
10%/10d,2026-02-18,MRVL,79.09,62,82.73,76.45,4.6,79.27,Under,-10.3,-4.2,80.96,2.36,78.12,-1.23,82.82,HIT TARGET
10%/10d,2026-02-18,GLW,132.01,62,140.56,125.66,6.5,132.41,Under,48.0,41.2,160.41,21.51,144.84,9.72,162.1,HIT TARGET
10%/10d,2026-02-18,MRNA,46.65,60,51.29,43.15,10.0,44.15,Above,50.2,-6.4,51.39,10.16,57.84,23.99,59.55,HIT TARGET
10%/10d,2026-02-18,CRL,157.99,58,165.62,147.13,4.8,158.1,Under,-20.9,-30.4,167.65,6.11,179.56,13.65,181.01,HIT TARGET
10%/10d,2026-02-18,ETHA,14.64,56,15.27,13.79,4.3,15.08,Under,-36.9,-36.0,15.68,7.1,16.25,11.0,16.63,HIT TARGET
3%/10d,2026-02-10,MOH,125.35,93,130.92,117.59,4.4,127.54,Under,-28.9,-30.7,142.58,13.75,145.55,16.11,158.59,HIT TARGET
3%/10d,2026-02-10,MPWR,1141.67,93,1193.4,1078.76,4.5,1185.11,Under,22.4,16.1,1188.32,4.09,1231.72,7.89,1255.4,HIT TARGET
3%/10d,2026-02-10,ETHA,15.2,88,15.77,14.31,3.7,15.52,Under,-34.5,-37.3,14.64,-3.68,15.68,3.16,15.75,MISSED
3%/10d,2026-02-10,LMT,629.57,87,649.65,621.65,3.2,629.81,Under,29.5,12.8,649.95,3.24,647.6,2.86,669.75,HIT TARGET
3%/10d,2026-02-10,GLD,462.39,85,482.01,456.75,4.2,461.16,Above,16.0,9.7,458.14,-0.92,473.46,2.39,481.46,MISSED
3%/10d,2026-02-10,UNH,273.11,84,279.27,268.19,2.3,276.0,Under,-17.5,-18.2,288.11,5.49,284.18,4.05,294.23,HIT TARGET
3%/10d,2026-02-10,XAR,272.08,84,278.58,268.94,2.4,273.64,Under,11.9,-3.4,278.11,2.22,280.33,3.03,287.52,HIT TARGET
3%/10d,2026-02-10,HAL,34.01,90,35.67,33.21,4.9,34.62,Under,18.5,4.3,34.76,2.21,35.26,3.68,36.18,HIT TARGET
