Scenario,TradingDate,Symbol,Price,Score,Target,StopLoss,ExpProfit,SMA20,vsSMA20,YTD,LastMonth,Price5d,PnL5d,Price10d,PnL10d,MaxPrice10d,Status
5%/10d,2026-03-13,ETSY,52.02,85,54.58,49.27,4.9,52.62,Under,-8.7,13.8,52.86,1.61,52.49,0.9,55.97,HIT TARGET
3%/10d,2026-03-16,CRL,151.91,88,157.38,145.61,3.6,155.47,Under,-23.9,-4.1,158.0,4.01,158.0,4.01,159.35,HIT TARGET
3%/10d,2026-03-16,TPR,141.81,85,146.6,138.37,3.4,143.28,Under,10.6,-7.8,144.42,1.84,144.42,1.84,148.35,HIT TARGET
3%/10d,2026-03-16,AVGO,324.91,84,334.3,314.79,2.9,329.15,Under,-8.4,-2.3,322.51,-0.74,322.51,-0.74,327.44,MISSED
3%/10d,2026-03-16,LMT,645.21,83,660.23,634.34,2.3,648.65,Under,32.7,-0.7,616.25,-4.49,616.25,-4.49,645.85,STOPPED OUT
3%/10d,2026-03-16,SLVR,62.81,81,66.31,58.93,5.6,64.65,Under,12.1,0.7,53.98,-14.06,53.98,-14.06,64.22,STOPPED OUT
3%/10d,2026-03-16,GLD,460.45,73,467.87,455.77,1.6,463.96,Under,15.5,2.7,404.04,-12.25,404.04,-12.25,462.21,STOPPED OUT
3%/10d,2026-03-16,XAR,270.81,71,276.54,264.84,2.1,268.63,Above,11.4,-1.1,262.84,-2.94,262.84,-2.94,275.0,STOPPED OUT
3%/10d,2026-03-16,XLE,57.9,66,58.61,57.29,1.2,57.82,Above,28.9,7.7,59.63,2.99,59.63,2.99,60.32,HIT TARGET
3%/10d,2026-03-16,AXON,489.68,83,505.37,473.94,3.2,495.15,Under,-14.2,13.3,507.28,3.59,507.28,3.59,516.43,HIT TARGET
3%/10d,2026-03-16,KLAC,1438.94,82,1512.77,1396.82,5.1,1429.25,Above,14.0,-2.1,1511.43,5.04,1511.43,5.04,1573.19,HIT TARGET
3%/10d,2026-03-13,CNC,34.46,97,36.49,33.12,5.9,34.99,Under,-16.2,-15.1,34.39,-0.2,32.81,-4.79,37.05,HIT TARGET
3%/10d,2026-03-13,AAL,10.32,94,10.82,9.95,4.9,10.67,Under,-32.1,-25.7,10.44,1.16,10.81,4.75,11.33,HIT TARGET
3%/10d,2026-03-13,GE,299.73,74,308.07,288.08,2.8,309.95,Under,-4.3,-5.0,286.55,-4.4,291.54,-2.73,306.0,MISSED
3%/10d,2026-03-13,ADBE,249.28,73,254.31,237.0,2.0,265.0,Under,-25.6,-5.6,248.11,-0.47,247.64,-0.66,258.91,HIT TARGET
3%/10d,2026-03-13,IBIT,40.37,67,41.42,38.96,2.6,40.21,Above,-20.1,3.6,39.79,-1.44,40.05,-0.79,42.5,HIT TARGET
3%/10d,2026-03-13,ETHA,15.88,60,16.58,15.11,4.4,15.77,Above,-31.6,2.8,16.11,1.45,16.28,2.52,17.82,HIT TARGET
3%/10d,2026-03-13,XAR,265.11,59,271.5,258.23,2.4,270.88,Under,9.0,-2.1,259.0,-2.3,262.84,-0.86,275.0,HIT TARGET
3%/10d,2026-03-13,ETSY,52.02,92,54.58,49.27,4.9,52.62,Under,-8.7,13.8,52.86,1.61,52.49,0.9,55.97,HIT TARGET
3%/10d,2026-03-13,BKR,54.26,92,56.51,52.35,4.1,56.42,Under,17.9,-11.3,60.35,11.22,62.53,15.24,63.13,HIT TARGET
3%/10d,2026-03-13,PLTR,150.95,89,157.12,145.9,4.1,151.95,Under,-13.5,14.9,150.76,-0.13,160.84,6.55,161.08,HIT TARGET
3%/10d,2026-03-10,BKR,59.33,88,61.29,58.1,3.3,59.96,Under,28.9,0.3,57.01,-3.91,62.53,5.39,63.13,HIT TARGET
3%/10d,2026-03-10,TRGP,232.46,86,239.07,228.26,2.8,235.82,Under,26.2,7.1,240.84,3.6,239.92,3.21,243.64,HIT TARGET
3%/10d,2026-03-10,COP,114.17,85,116.94,111.7,2.4,116.61,Under,20.4,6.2,122.89,7.64,127.19,11.4,128.36,HIT TARGET
3%/10d,2026-03-10,LMT,650.99,83,665.85,636.16,2.3,664.27,Under,33.9,3.4,636.43,-2.24,616.25,-5.34,661.0,STOPPED OUT
3%/10d,2026-03-10,SLVR,72.64,81,76.75,68.99,5.7,70.6,Above,29.6,5.0,61.9,-14.79,53.98,-25.69,71.27,STOPPED OUT
3%/10d,2026-03-10,XAR,277.93,79,282.33,272.83,1.6,279.64,Under,14.3,2.2,273.73,-1.51,262.84,-5.43,279.71,STOPPED OUT
3%/10d,2026-03-10,XLE,55.61,74,56.14,54.75,1.0,56.33,Under,23.8,3.8,58.51,5.21,59.63,7.23,60.32,HIT TARGET
3%/10d,2026-03-10,GLD,477.73,69,481.67,471.88,0.8,474.0,Above,19.8,3.3,459.3,-3.86,404.04,-15.43,477.45,STOPPED OUT
3%/10d,2026-03-10,KLAC,1454.51,85,1540.49,1397.68,5.9,1412.31,Above,15.2,1.6,1481.35,1.85,1511.43,3.91,1573.19,HIT TARGET
3%/10d,2026-03-10,NRG,155.16,84,159.16,150.45,2.6,155.44,Under,-6.0,-0.8,154.79,-0.24,151.77,-2.18,162.98,HIT TARGET
5%/10d,2026-03-11,SLVR,70.28,90,74.01,66.36,5.3,70.68,Under,25.4,-0.5,57.68,-17.93,53.98,-23.19,70.5,STOPPED OUT
5%/10d,2026-03-11,GLW,131.78,86,139.3,122.32,5.7,132.43,Under,47.8,-0.9,129.82,-1.49,130.97,-0.61,135.28,MISSED
5%/10d,2026-03-11,CNC,35.86,85,37.43,32.71,4.4,38.77,Under,-12.7,-11.3,36.17,0.86,32.81,-8.51,37.05,MISSED
5%/10d,2026-03-11,CAT,707.63,84,730.53,690.77,3.2,709.29,Under,20.6,-8.7,693.62,-1.98,701.7,-0.84,712.0,MISSED
5%/10d,2026-03-11,ETHA,15.69,73,16.28,15.09,3.8,15.49,Above,-32.4,6.4,16.51,5.23,16.28,3.76,17.82,HIT TARGET
5%/10d,2026-03-11,MRK,116.22,73,118.91,114.61,2.3,116.9,Under,10.5,-2.5,114.5,-1.48,115.68,-0.46,117.89,MISSED
5%/10d,2026-03-11,XAR,277.53,65,282.19,273.33,1.7,279.01,Under,14.1,3.9,271.11,-2.31,262.84,-5.29,275.94,STOPPED OUT
5%/10d,2026-03-11,ALB,167.97,82,179.49,161.45,6.9,167.38,Above,17.8,-4.1,165.82,-1.28,167.56,-0.24,171.0,MISSED
5%/10d,2026-03-11,BKR,58.95,82,60.99,57.56,3.5,59.46,Under,28.1,-3.8,57.48,-2.49,62.53,6.07,63.13,HIT TARGET
5%/10d,2026-03-11,APH,134.56,81,139.1,130.55,3.4,135.22,Under,-2.8,-6.6,127.84,-4.99,130.67,-2.89,144.25,HIT TARGET
5%/10d,2026-03-10,CNC,36.39,83,37.84,32.82,4.0,41.34,Under,-11.5,-8.1,34.94,-3.98,32.81,-9.84,37.05,STOPPED OUT
5%/10d,2026-03-10,ALB,166.42,82,178.15,158.66,7.0,165.78,Above,16.7,-1.3,166.25,-0.1,167.56,0.69,171.0,MISSED
5%/10d,2026-03-10,SLVR,72.64,79,76.75,68.99,5.7,70.6,Above,29.6,5.0,61.9,-14.79,53.98,-25.69,71.27,STOPPED OUT
5%/10d,2026-03-10,CAT,716.78,72,737.77,695.67,2.9,700.98,Above,22.1,-3.4,702.49,-1.99,701.7,-2.1,720.42,MISSED
5%/10d,2026-03-10,LMT,650.99,71,665.85,636.16,2.3,664.27,Under,33.9,3.4,636.43,-2.24,616.25,-5.34,661.0,STOPPED OUT
5%/10d,2026-03-10,XAR,277.93,65,282.33,272.83,1.6,279.64,Under,14.3,2.2,273.73,-1.51,262.84,-5.43,279.71,STOPPED OUT
5%/10d,2026-03-10,ETHA,15.39,62,16.05,14.85,4.3,15.27,Above,-33.7,1.3,17.54,13.97,16.28,5.78,17.82,HIT TARGET
5%/10d,2026-03-10,BKR,59.33,81,61.29,58.1,3.3,59.96,Under,28.9,0.3,57.01,-3.91,62.53,5.39,63.13,HIT TARGET
5%/10d,2026-03-10,TER,300.89,79,324.27,284.03,7.8,291.68,Above,47.7,-1.3,299.4,-0.5,303.92,1.01,314.28,MISSED
5%/10d,2026-03-10,AMAT,346.0,79,369.02,333.2,6.7,337.08,Above,29.5,5.1,352.28,1.82,361.79,4.56,374.25,HIT TARGET
10%/10d,2026-03-05,ALB,163.93,82,173.93,156.2,6.1,166.43,Under,15.0,4.8,163.75,-0.11,163.23,-0.43,173.64,MISSED
10%/10d,2026-03-05,AMAT,346.4,77,366.4,333.04,5.8,351.53,Under,29.7,13.9,337.4,-2.6,357.23,3.13,359.05,MISSED
10%/10d,2026-03-05,SLVR,70.05,72,75.31,66.07,7.5,73.09,Under,25.0,16.9,67.67,-3.4,54.36,-22.4,74.34,STOPPED OUT
10%/10d,2026-03-05,CAT,706.05,58,734.89,684.83,4.1,720.93,Under,20.3,4.1,700.42,-0.8,688.54,-2.48,730.79,MISSED
10%/10d,2026-03-05,MRNA,53.84,75,59.29,47.51,10.1,53.69,Above,73.3,31.7,53.38,-0.85,52.34,-2.79,57.88,MISSED
10%/10d,2026-03-05,TER,305.66,68,325.62,286.87,6.5,304.13,Above,50.0,12.7,286.6,-6.24,302.47,-1.04,312.62,MISSED
10%/10d,2026-03-05,FCX,62.67,60,65.16,59.31,4.0,64.51,Under,21.1,5.8,59.2,-5.54,53.59,-14.49,63.12,STOPPED OUT
10%/10d,2026-03-05,GLW,134.75,59,144.9,123.8,7.5,143.16,Under,51.1,19.5,129.71,-3.74,133.11,-1.22,139.63,MISSED
10%/10d,2026-03-05,LUV,43.9,57,45.61,41.8,3.9,46.42,Under,6.2,-16.4,38.6,-12.07,40.87,-6.9,44.61,STOPPED OUT
10%/10d,2026-03-05,KLAC,1429.46,56,1497.24,1372.77,4.7,1448.7,Under,13.2,7.3,1409.57,-1.39,1511.46,5.74,1517.94,HIT TARGET
5%/10d,2026-03-16,ALB,162.43,83,174.79,155.0,7.6,161.6,Above,13.9,-3.9,167.56,3.16,167.56,3.16,171.0,MISSED
5%/10d,2026-03-16,CRL,151.91,80,157.38,145.61,3.6,155.47,Under,-23.9,-4.1,158.0,4.01,158.0,4.01,159.35,HIT TARGET
5%/10d,2026-03-16,SLVR,62.81,78,66.31,58.93,5.6,64.65,Under,12.1,0.7,53.98,-14.06,53.98,-14.06,64.22,STOPPED OUT
5%/10d,2026-03-16,AVGO,324.91,75,334.3,314.79,2.9,329.15,Under,-8.4,-2.3,322.51,-0.74,322.51,-0.74,327.44,MISSED
5%/10d,2026-03-16,MRK,115.42,72,118.13,113.65,2.3,115.64,Under,9.7,-5.1,115.68,0.23,115.68,0.23,116.8,MISSED
5%/10d,2026-03-16,XAR,270.81,44,276.54,264.84,2.1,268.63,Above,11.4,-1.1,262.84,-2.94,262.84,-2.94,275.0,STOPPED OUT
5%/10d,2026-03-16,USO,115.02,43,120.46,107.87,4.7,117.44,Under,68.4,51.9,110.56,-3.88,110.56,-3.88,125.19,HIT TARGET
5%/10d,2026-03-16,TER,298.23,80,323.18,285.55,8.4,291.4,Above,46.4,-2.4,303.92,1.91,303.92,1.91,314.28,MISSED
5%/10d,2026-03-16,MRNA,53.31,80,58.06,50.38,8.9,53.03,Above,71.6,21.3,51.28,-3.81,51.28,-3.81,56.51,MISSED
5%/10d,2026-03-16,GLW,132.04,78,141.49,126.96,7.2,130.94,Above,48.1,1.1,130.97,-0.81,130.97,-0.81,135.28,MISSED
8%/10d,2026-03-05,ALB,163.93,88,173.93,156.2,6.1,166.43,Under,15.0,4.8,163.75,-0.11,163.23,-0.43,173.64,MISSED
8%/10d,2026-03-05,AMAT,346.4,82,366.4,333.04,5.8,351.53,Under,29.7,13.9,337.4,-2.6,357.23,3.13,359.05,MISSED
8%/10d,2026-03-05,SLVR,70.05,76,75.31,66.07,7.5,73.09,Under,25.0,16.9,67.67,-3.4,54.36,-22.4,74.34,STOPPED OUT
8%/10d,2026-03-05,CAT,706.05,74,734.89,684.83,4.1,720.93,Under,20.3,4.1,700.42,-0.8,688.54,-2.48,730.79,MISSED
8%/10d,2026-03-05,MRNA,53.84,77,59.29,47.51,10.1,53.69,Above,73.3,31.7,53.38,-0.85,52.34,-2.79,57.88,MISSED
8%/10d,2026-03-05,FCX,62.67,74,65.16,59.31,4.0,64.51,Under,21.1,5.8,59.2,-5.54,53.59,-14.49,63.12,STOPPED OUT
8%/10d,2026-03-05,TER,305.66,72,325.62,286.87,6.5,304.13,Above,50.0,12.7,286.6,-6.24,302.47,-1.04,312.62,MISSED
8%/10d,2026-03-05,KLAC,1429.46,68,1497.24,1372.77,4.7,1448.7,Under,13.2,7.3,1409.57,-1.39,1511.46,5.74,1517.94,HIT TARGET
8%/10d,2026-03-05,LUV,43.9,67,45.61,41.8,3.9,46.42,Under,6.2,-16.4,38.6,-12.07,40.87,-6.9,44.61,STOPPED OUT
8%/10d,2026-03-05,ON,60.85,63,62.7,58.66,3.0,62.44,Under,8.5,-3.6,57.69,-5.19,59.27,-2.6,61.82,MISSED
8%/10d,2026-03-04,ALB,168.34,86,177.75,155.77,5.6,170.47,Under,18.1,-0.1,167.97,-0.22,165.82,-1.5,173.64,MISSED
8%/10d,2026-03-04,TER,305.19,81,323.55,283.07,6.0,310.52,Under,49.8,13.5,301.96,-1.06,300.09,-1.67,312.62,MISSED
8%/10d,2026-03-04,CAT,732.17,69,751.47,705.68,2.6,735.02,Under,24.8,5.8,707.63,-3.35,693.62,-5.27,730.79,STOPPED OUT
8%/10d,2026-03-04,SLVR,74.67,57,78.91,68.94,5.7,76.29,Under,33.2,10.1,70.28,-5.88,57.68,-22.75,74.34,STOPPED OUT
8%/10d,2026-03-04,LLY,1003.32,51,1034.68,985.4,3.1,1010.44,Under,-6.0,-9.4,999.61,-0.37,918.02,-8.5,1012.0,STOPPED OUT
8%/10d,2026-03-04,AMAT,357.77,79,374.33,343.5,4.6,360.04,Under,33.9,20.3,351.0,-1.89,349.39,-2.34,357.86,MISSED
8%/10d,2026-03-04,GLW,144.84,78,153.26,131.95,5.8,150.21,Under,62.4,32.0,131.78,-9.02,129.82,-10.37,143.35,STOPPED OUT
8%/10d,2026-03-04,KLAC,1476.29,75,1533.9,1403.2,3.9,1479.3,Under,17.0,13.0,1465.0,-0.76,1482.23,0.4,1512.05,MISSED
8%/10d,2026-03-04,FCX,65.92,73,68.45,61.38,3.8,66.16,Under,27.4,6.5,61.51,-6.69,55.45,-15.88,64.3,STOPPED OUT
8%/10d,2026-03-04,LUV,47.13,64,48.63,45.07,3.2,47.64,Under,14.0,-10.4,41.83,-11.25,40.17,-14.77,46.62,STOPPED OUT
3%/10d,2026-03-03,APH,129.54,93,135.13,122.31,4.3,136.56,Under,-6.4,-11.9,136.79,5.6,135.14,4.32,144.25,HIT TARGET
3%/10d,2026-03-03,AAP,51.93,91,54.16,49.22,4.3,52.16,Under,36.7,2.4,51.11,-1.58,51.93,0.0,54.56,HIT TARGET
3%/10d,2026-03-03,XLE,56.53,74,57.8,55.13,2.3,56.42,Above,25.8,9.4,55.61,-1.63,58.51,3.5,59.05,HIT TARGET
3%/10d,2026-03-03,AMD,190.97,74,201.62,183.22,5.6,195.4,Under,-14.0,-21.1,203.24,6.43,196.31,2.8,209.21,HIT TARGET
3%/10d,2026-03-03,XOM,151.82,71,155.79,147.1,2.6,152.61,Under,25.5,5.6,148.12,-2.44,158.82,4.61,160.45,HIT TARGET
3%/10d,2026-03-03,GLD,468.22,52,476.67,454.05,1.8,479.58,Under,17.4,3.0,477.73,2.03,459.3,-1.91,481.31,HIT TARGET
3%/10d,2026-03-03,XAR,284.07,51,290.86,274.62,2.4,284.86,Under,16.8,2.1,277.93,-2.16,273.73,-3.64,287.69,STOPPED OUT
3%/10d,2026-03-03,ETHA,14.94,47,15.6,13.89,4.4,14.99,Under,-35.6,-13.9,15.39,3.01,17.54,17.4,17.82,HIT TARGET
3%/10d,2026-03-03,DVN,43.99,91,45.68,42.0,3.8,44.2,Under,18.1,7.1,43.69,-0.68,47.43,7.82,47.5,HIT TARGET
3%/10d,2026-03-03,EL,98.74,88,102.81,92.9,4.1,102.89,Under,-6.8,-15.1,94.29,-4.51,88.91,-9.96,102.85,HIT TARGET
5%/10d,2026-03-03,ALB,164.7,98,178.39,152.2,8.3,173.43,Under,15.5,-3.4,166.42,1.04,166.25,0.94,173.64,MISSED
5%/10d,2026-03-03,APH,129.54,86,135.13,122.31,4.3,136.56,Under,-6.4,-11.9,136.79,5.6,135.14,4.32,144.25,HIT TARGET
5%/10d,2026-03-03,AMD,190.97,66,201.62,183.22,5.6,195.4,Under,-14.0,-21.1,203.24,6.43,196.31,2.8,209.21,HIT TARGET
5%/10d,2026-03-03,CAT,722.58,60,747.27,696.24,3.4,735.91,Under,23.1,2.8,716.78,-0.8,702.49,-2.78,746.01,MISSED
5%/10d,2026-03-03,ETHA,14.94,50,15.6,13.89,4.4,14.99,Under,-35.6,-13.9,15.39,3.01,17.54,17.4,17.82,HIT TARGET
5%/10d,2026-03-03,SLVR,73.65,50,78.73,66.92,6.9,78.68,Under,31.4,9.1,72.64,-1.37,61.9,-15.95,76.27,STOPPED OUT
5%/10d,2026-03-03,XAR,284.07,43,290.86,274.62,2.4,284.86,Under,16.8,2.1,277.93,-2.16,273.73,-3.64,287.69,STOPPED OUT
5%/10d,2026-03-03,XLE,56.53,38,57.8,55.13,2.3,56.42,Above,25.8,9.4,55.61,-1.63,58.51,3.5,59.05,HIT TARGET
5%/10d,2026-03-03,AAP,51.93,85,54.16,49.22,4.3,52.16,Under,36.7,2.4,51.11,-1.58,51.93,0.0,54.56,HIT TARGET
5%/10d,2026-03-03,DVN,43.99,83,45.68,42.0,3.8,44.2,Under,18.1,7.1,43.69,-0.68,47.43,7.82,47.5,HIT TARGET
8%/10d,2026-03-03,ALB,164.7,93,178.39,152.2,8.3,173.43,Under,15.5,-3.4,166.42,1.04,166.25,0.94,173.64,MISSED
8%/10d,2026-03-03,AMD,190.97,63,201.62,183.22,5.6,195.4,Under,-14.0,-21.1,203.24,6.43,196.31,2.8,209.21,HIT TARGET
8%/10d,2026-03-03,HAL,35.26,59,36.94,33.81,4.8,35.69,Under,22.9,4.1,35.34,0.23,35.63,1.05,36.13,MISSED
8%/10d,2026-03-03,SLVR,73.65,46,78.73,66.92,6.9,78.68,Under,31.4,9.1,72.64,-1.37,61.9,-15.95,76.27,STOPPED OUT
8%/10d,2026-03-03,LLY,1007.51,41,1039.16,987.35,3.1,1022.78,Under,-5.6,0.5,1001.33,-0.61,930.51,-7.64,1015.66,STOPPED OUT
8%/10d,2026-03-03,ETHA,14.94,41,15.6,13.89,4.4,14.99,Under,-35.6,-13.9,15.39,3.01,17.54,17.4,17.82,HIT TARGET
8%/10d,2026-03-03,MRNA,49.83,76,54.58,45.29,9.5,51.57,Under,60.4,18.1,54.99,10.36,53.92,8.21,59.55,HIT TARGET
8%/10d,2026-03-03,AMAT,351.2,71,372.81,337.08,6.2,364.9,Under,31.5,10.2,346.0,-1.48,352.28,0.31,362.34,MISSED
8%/10d,2026-03-03,GLW,147.5,66,156.27,134.45,5.9,151.61,Under,65.4,30.8,136.26,-7.62,129.88,-11.95,153.44,STOPPED OUT
8%/10d,2026-03-03,AAP,51.93,64,54.16,49.22,4.3,52.16,Under,36.7,2.4,51.11,-1.58,51.93,0.0,54.56,HIT TARGET
3%/10d,2026-03-12,LUV,38.6,97,40.91,36.78,6.0,41.42,Under,-6.7,-24.0,40.87,5.88,40.35,4.53,41.83,HIT TARGET
3%/10d,2026-03-12,ILMN,115.54,94,121.84,112.36,5.5,120.7,Under,-12.4,1.0,126.51,9.49,123.79,7.14,128.19,HIT TARGET
3%/10d,2026-03-12,EMR,132.15,85,135.66,128.63,2.7,137.71,Under,-1.4,-8.8,129.9,-1.7,129.83,-1.76,134.78,MISSED
3%/10d,2026-03-12,C,105.5,85,108.42,102.8,2.8,107.75,Under,-9.9,-5.0,109.84,4.11,111.64,5.82,113.39,HIT TARGET
3%/10d,2026-03-12,IBIT,39.94,84,40.95,39.05,2.5,39.98,Under,-21.0,7.8,39.83,-0.28,40.05,0.28,42.5,HIT TARGET
3%/10d,2026-03-12,ETHA,15.64,81,16.33,15.17,4.4,15.58,Above,-32.6,8.3,16.17,3.39,16.28,4.09,17.82,HIT TARGET
3%/10d,2026-03-12,XLE,57.52,61,58.64,56.82,1.9,56.85,Above,28.0,6.6,59.38,3.23,59.63,3.67,60.32,HIT TARGET
3%/10d,2026-03-12,CRL,152.64,93,159.79,143.94,4.7,165.35,Under,-23.6,-3.8,152.96,0.21,158.0,3.51,159.35,MISSED
3%/10d,2026-03-12,AMAT,337.4,93,361.25,327.79,7.1,345.98,Under,26.3,2.8,357.23,5.88,361.79,7.23,374.25,HIT TARGET
3%/10d,2026-03-12,AAL,10.54,93,11.03,10.13,4.7,10.95,Under,-30.7,-24.9,10.8,2.47,10.81,2.56,11.33,HIT TARGET
8%/10d,2026-03-09,APA,32.6,66,34.05,31.29,4.5,32.72,Under,32.4,18.6,34.54,5.95,39.03,19.72,39.51,HIT TARGET
8%/10d,2026-03-09,TER,296.43,63,319.82,274.31,7.9,289.66,Above,45.5,-4.4,298.23,0.61,303.92,2.53,314.28,MISSED
8%/10d,2026-03-09,SLVR,70.23,52,74.94,66.88,6.7,69.42,Above,25.3,0.8,62.81,-10.57,53.98,-23.14,74.34,STOPPED OUT
8%/10d,2026-03-09,ORCL,151.55,40,156.34,142.77,3.2,153.1,Under,-22.2,-3.2,155.95,2.9,154.34,1.84,171.76,HIT TARGET
8%/10d,2026-03-09,ETHA,15.37,36,16.04,14.8,4.4,15.3,Above,-33.8,-4.2,17.61,14.57,16.28,5.92,17.82,HIT TARGET
8%/10d,2026-03-09,CAT,704.99,32,727.98,681.64,3.3,693.92,Above,20.1,-5.0,699.67,-0.75,701.7,-0.47,730.79,HIT TARGET
8%/10d,2026-03-09,AMAT,339.02,63,362.25,323.12,6.9,334.54,Above,26.9,2.6,346.18,2.11,361.79,6.72,374.25,HIT TARGET
8%/10d,2026-03-09,DVN,44.81,55,46.34,43.56,3.4,44.83,Under,20.3,3.1,46.65,4.11,48.49,8.21,49.83,HIT TARGET
8%/10d,2026-03-09,GLW,129.07,53,138.24,120.48,7.1,128.77,Above,44.7,-1.8,132.04,2.3,130.97,1.47,139.63,HIT TARGET
8%/10d,2026-03-09,CNC,43.32,53,45.21,41.78,4.4,43.34,Under,5.4,13.9,34.76,-19.76,32.81,-24.26,42.47,STOPPED OUT
3%/10d,2026-03-02,LUV,48.27,92,50.51,46.35,4.6,49.32,Under,16.7,-2.7,43.04,-10.83,40.22,-16.68,48.39,STOPPED OUT
3%/10d,2026-03-02,FDX,387.47,89,396.58,381.69,2.4,387.7,Under,34.2,15.6,361.24,-6.77,352.35,-9.06,387.0,STOPPED OUT
3%/10d,2026-03-02,EL,100.16,88,104.31,94.42,4.1,107.77,Under,-5.4,-15.7,92.64,-7.51,88.77,-11.37,102.85,STOPPED OUT
3%/10d,2026-03-02,MRK,121.35,83,124.86,119.5,2.9,121.5,Under,15.4,7.0,117.12,-3.49,115.42,-4.89,120.97,STOPPED OUT
3%/10d,2026-03-02,XAR,289.99,72,298.09,283.3,2.8,284.11,Above,19.3,7.4,282.07,-2.73,270.81,-6.61,287.69,STOPPED OUT
3%/10d,2026-03-02,GLD,489.98,72,496.34,484.03,1.3,482.61,Above,22.9,14.6,472.45,-3.58,460.45,-6.03,481.31,STOPPED OUT
3%/10d,2026-03-02,XLE,57.02,69,58.06,56.0,1.8,55.93,Above,26.9,13.9,56.33,-1.21,57.9,1.54,58.22,HIT TARGET
3%/10d,2026-03-02,SLVR,81.56,63,87.61,77.2,7.4,80.68,Above,45.5,29.6,70.23,-13.89,62.81,-22.99,76.27,STOPPED OUT
3%/10d,2026-03-02,ELV,293.93,85,302.39,276.01,2.9,313.77,Under,-15.7,-14.0,280.68,-4.51,292.09,-0.63,295.79,MISSED
3%/10d,2026-03-02,BIIB,187.95,85,193.36,184.72,2.9,189.06,Under,6.5,4.9,188.3,0.19,183.26,-2.5,192.99,STOPPED OUT
5%/10d,2026-03-04,ALB,168.34,91,177.75,155.77,5.6,170.47,Under,18.1,-0.1,167.97,-0.22,165.82,-1.5,173.64,MISSED
5%/10d,2026-03-04,TER,305.19,87,323.55,283.07,6.0,310.52,Under,49.8,13.5,301.96,-1.06,300.09,-1.67,312.62,MISSED
5%/10d,2026-03-04,CAT,732.17,82,751.47,705.68,2.6,735.02,Under,24.8,5.8,707.63,-3.35,693.62,-5.27,730.79,STOPPED OUT
5%/10d,2026-03-04,ETHA,16.25,75,16.9,15.14,4.0,15.56,Above,-30.0,-0.6,15.69,-3.45,16.51,1.6,17.82,HIT TARGET
5%/10d,2026-03-04,LLY,1003.32,65,1034.68,985.4,3.1,1010.44,Under,-6.0,-9.4,999.61,-0.37,918.02,-8.5,1012.0,STOPPED OUT
5%/10d,2026-03-04,SLVR,74.67,62,78.91,68.94,5.7,76.29,Under,33.2,10.1,70.28,-5.88,57.68,-22.75,74.34,STOPPED OUT
5%/10d,2026-03-04,XLE,56.18,47,57.16,55.03,1.7,56.5,Under,25.0,6.4,57.0,1.46,58.43,4.0,59.05,HIT TARGET
5%/10d,2026-03-04,XAR,287.23,45,292.98,280.61,2.0,286.23,Above,18.1,8.3,277.53,-3.38,271.11,-5.61,285.77,STOPPED OUT
5%/10d,2026-03-04,GLW,144.84,86,153.26,131.95,5.8,150.21,Under,62.4,32.0,131.78,-9.02,129.82,-10.37,143.35,STOPPED OUT
5%/10d,2026-03-04,AMAT,357.77,85,374.33,343.5,4.6,360.04,Under,33.9,20.3,351.0,-1.89,349.39,-2.34,357.86,MISSED
8%/10d,2026-03-02,MRNA,52.84,79,58.66,48.93,11.0,52.25,Above,70.1,24.2,55.75,5.51,53.31,0.89,59.55,HIT TARGET
8%/10d,2026-03-02,SLVR,81.56,76,87.61,77.2,7.4,80.68,Above,45.5,29.6,70.23,-13.89,62.81,-22.99,76.27,STOPPED OUT
8%/10d,2026-03-02,LUV,48.27,71,50.51,46.35,4.6,49.32,Under,16.7,-2.7,43.04,-10.83,40.22,-16.68,48.39,STOPPED OUT
8%/10d,2026-03-02,LLY,1017.34,59,1047.63,998.64,3.0,1026.63,Under,-4.6,-2.5,1008.44,-0.87,988.86,-2.8,1020.01,STOPPED OUT
8%/10d,2026-03-02,MRK,121.35,57,124.86,119.5,2.9,121.5,Under,15.4,7.0,117.12,-3.49,115.42,-4.89,120.97,STOPPED OUT
8%/10d,2026-03-02,EL,100.16,64,104.31,94.42,4.1,107.77,Under,-5.4,-15.7,92.64,-7.51,88.77,-11.37,102.85,STOPPED OUT
8%/10d,2026-03-02,DLTR,119.87,62,123.84,116.07,3.3,124.26,Under,-5.0,2.3,115.84,-3.36,114.2,-4.73,120.48,STOPPED OUT
8%/10d,2026-03-02,ETSY,53.95,60,56.46,51.89,4.7,54.48,Under,-5.3,0.6,55.78,3.39,53.16,-1.46,58.65,HIT TARGET
8%/10d,2026-03-02,BIIB,187.95,58,193.36,184.72,2.9,189.06,Under,6.5,4.9,188.3,0.19,183.26,-2.5,192.99,STOPPED OUT
8%/10d,2026-03-02,AMAT,372.18,58,392.24,362.25,5.4,372.56,Under,39.3,13.3,339.02,-8.91,346.18,-6.99,362.34,STOPPED OUT
3%/10d,2026-03-04,AMAT,357.77,91,374.33,343.5,4.6,360.04,Under,33.9,20.3,351.0,-1.89,349.39,-2.34,357.86,MISSED
3%/10d,2026-03-04,KLAC,1476.29,91,1533.9,1403.2,3.9,1479.3,Under,17.0,13.0,1465.0,-0.76,1482.23,0.4,1512.05,MISSED
